,R,B
25959,176.88161892361111,190.41959635416666
25960,174.91710069444446,189.96137152777777
25961,171.66796875,187.55034722222223
25962,174.94986979166666,168.8115234375
25963,116.16276041666667,161.71245659722223
25964,217.21245659722223,202.20583767361111
25965,209.93869357638889,194.72081163194446
25966,202.29123263888889,184.56564670138889
25967,188.5458984375,202.55837673611111
25968,211.27354600694446,195.22135416666666
25969,152.93815104166666,149.62456597222223
25970,211.68674045138889,188.74479166666666
25971,196.92013888888889,180.17447916666666
25972,176.31271701388889,185.94759114583334
25973,230.05902777777777,223.13053385416666
25974,140.86111111111111,128.64279513888889
25975,159.59537760416666,183.11838107638889
25976,136.5751953125,133.41091579861111
25977,215.01323784722223,188.16786024305554
25978,184.82139756944446,170.78450520833334
25979,203.00661892361111,198.580078125
25980,195.46690538194446,201.52788628472223
25981,200.30208333333334,174.75379774305554
25982,213.96983506944446,189.85677083333334
25983,192.41927083333334,177.60188802083334
25984,176.2861328125,162.38726128472223
25985,203.29155815972223,177.03407118055554
25986,181.96560329861111,171.37467447916666
25987,189.56694878472223,197.05490451388889
25988,183.56955295138889,153.42719184027777
25989,153.39192708333334,125.95193142361111
25990,178.958984375,190.22938368055554
25991,158.54958767361111,183.34613715277777
25992,218.29524739583334,205.50813802083334
25993,202.19140625,188.68489583333334
25994,139.46028645833334,127.34678819444444
25995,145.94173177083334,175.04220920138889
25996,187.80913628472223,175.98003472222223
25997,132.30989583333334,161.86371527777777
25998,107.74327256944444,142.57823350694446
25999,212.84537760416666,204.27625868055554
26000,154.60470920138889,174.3564453125
26001,212.49544270833334,200.001953125
26002,186.82866753472223,194.29069010416666
26003,149.15766059027777,180.08203125
26004,204.08485243055554,183.302734375
26005,176.71506076388889,189.12999131944446
26006,158.70247395833334,178.04296875
26007,211.30870225694446,193.48871527777777
26008,147.19997829861111,135.91276041666666
26009,205.51822916666666,189.36241319444446
26010,153.54730902777777,165.02365451388889
26011,217.23763020833334,219.88454861111111
26012,176.60416666666666,190.4033203125
26013,140.41569010416666,167.95475260416666
26014,167.3916015625,159.92361111111111
26015,196.75336371527777,207.12727864583334
26016,238.15364583333334,234.07671440972223
26017,209.62858072916666,189.35460069444446
26018,171.89409722222223,159.58040364583334
26019,125.23600260416667,160.28190104166666
26020,226.84027777777777,216.759765625
26021,166.24826388888889,145.57096354166666
26022,189.1064453125,192.75358072916666
26023,138.052734375,165.59711371527777
26024,170.45377604166666,159.21223958333334
26025,203.73459201388889,180.92241753472223
26026,211.45974392361111,181.08930121527777
26027,130.43153211805554,120.87934027777777
26028,197.59353298611111,202.93858506944446
26029,180.07204861111111,159.09212239583334
26030,190.01356336805554,196.49229600694446
26031,177.61859809027777,192.19954427083334
26032,166.41493055555554,146.74424913194446
26033,149.17816840277777,174.1748046875
26034,128.20692274305554,108.072265625
26035,199.25130208333334,180.8828125
26036,185.06911892361111,167.68923611111111
26037,161.23090277777777,144.72645399305554
26038,201.49891493055554,210.01041666666666
26039,192.08344184027777,172.48133680555554
26040,211.21028645833334,214.68565538194446
26041,152.00466579861111,175.38726128472223
26042,184.20247395833334,168.90538194444446
26043,188.80772569444446,205.13639322916666
26044,208.71365017361111,180.86512586805554
26045,197.70833333333334,203.92545572916666
26046,180.85134548611111,190.02191840277777
26047,166.43109809027777,182.74869791666666
26048,177.74435763888889,189.92719184027777
26049,192.02907986111111,180.50151909722223
26050,190.49837239583334,206.93717447916666
26051,210.99848090277777,193.33734809027777
26052,227.26627604166666,222.37858072916666
26053,224.57736545138889,211.06955295138889
26054,177.76801215277777,195.955078125
26055,206.54644097222223,189.10362413194446
26056,183.140625,190.90234375
26057,178.18619791666666,157.63205295138889
26058,191.07476128472223,173.31456163194446
26059,160.03689236111111,179.08940972222223
26060,198.93608940972223,182.74066840277777
26061,192.64312065972223,171.32269965277777
26062,160.69466145833334,182.9228515625
26063,193.78114149305554,172.47938368055554
26064,145.35297309027777,134.55251736111111
26065,163.93359375,184.60481770833334
26066,173.65028211805554,153.35807291666666
26067,139.99956597222223,167.2421875
26068,142.21712239583334,129.52951388888889
26069,206.68706597222223,185.31206597222223
26070,179.87847222222223,166.27690972222223
26071,200.93598090277777,181.87760416666666
26072,183.40115017361111,174.01171875
26073,229.64800347222223,224.37185329861111
26074,189.56358506944446,164.72450086805554
26075,200.40842013888889,192.69900173611111
26076,173.89127604166666,139.17523871527777
26077,139.49077690972223,171.17447916666666
26078,155.82172309027777,137.31694878472223
26079,178.44194878472223,154.94476996527777
26080,187.63888888888889,189.51150173611111
26081,148.56640625,170.96072048611111
26082,199.31749131944446,191.14518229166666
26083,139.14713541666666,165.43424479166666
26084,117.39800347222223,157.16134982638889
26085,196.97634548611111,186.8359375
26086,187.79361979166666,168.01996527777777
26087,186.21831597222223,201.28428819444446
26088,185.64312065972223,158.32421875
26089,208.29611545138889,187.86773003472223
26090,183.26117621527777,153.4716796875
26091,204.08984375,181.96028645833334
26092,186.98133680555554,156.28244357638889
26093,178.49641927083334,184.35883246527777
26094,193.10329861111111,185.095703125
26095,140.93782552083334,128.89431423611111
26096,203.93348524305554,191.22384982638889
26097,176.86990017361111,148.87163628472223
26098,231.46690538194446,223.98828125
26099,178.86436631944446,193.806640625
26100,161.33051215277777,182.99197048611111
26101,219.56293402777777,206.275390625
26102,203.47873263888889,185.30881076388889
26103,185.11165364583334,175.32725694444446
26104,156.28841145833334,127.25889756944444
26105,153.54546440972223,132.21853298611111
26106,140.14659288194446,126.7509765625
26107,172.20572916666666,163.79470486111111
26108,200.26063368055554,202.38400607638889
26109,154.53211805555554,178.28645833333334
26110,150.90418836805554,140.23014322916666
26111,182.59819878472223,162.86924913194446
26112,146.90842013888889,132.75813802083334
26113,188.08409288194446,160.92502170138889
26114,169.37380642361111,156.65549045138889
26115,151.42610677083334,179.00846354166666
26116,181.07942708333334,192.81315104166666
26117,152.47406684027777,166.30642361111111
26118,155.09809027777777,134.26627604166666
26119,196.486328125,186.29904513888889
26120,170.62532552083334,162.76866319444446
26121,204.37022569444446,212.02029079861111
26122,204.42599826388889,182.27690972222223
26123,202.19292534722223,183.06911892361111
26124,158.56282552083334,180.93424479166666
26125,196.30609809027777,184.95388454861111
26126,153.06608072916666,180.77658420138889
26127,124.64995659722223,166.37228732638889
26128,158.88802083333334,183.27484809027777
26129,166.78830295138889,189.12955729166666
26130,205.76475694444446,182.71310763888889
26131,168.34537760416666,144.15310329861111
26132,181.80338541666666,170.62196180555554
26133,171.37858072916666,156.89767795138889
26134,189.11740451388889,193.30924479166666
26135,162.21115451388889,143.70453559027777
26136,180.43912760416666,163.87228732638889
26137,180.94010416666666,187.37000868055554
26138,214.37120225694446,201.40288628472223
26139,192.43283420138889,195.30034722222223
26140,196.37673611111111,202.69986979166666
26141,136.57562934027777,160.59993489583334
26142,184.6171875,173.74240451388889
26143,181.134765625,167.87272135416666
26144,115.25379774305556,115.31325954861111
26145,202.07237413194446,169.02907986111111
26146,176.26171875,191.45616319444446
26147,193.4521484375,195.91254340277777
26148,162.07693142361111,149.68001302083334
26149,214.02994791666666,195.94563802083334
26150,182.04090711805554,167.76540798611111
26151,240.44032118055554,236.61046006944446
26152,170.48090277777777,186.26649305555554
26153,214.7646484375,218.41200086805554
26154,162.533203125,137.28667534722223
26155,156.14811197916666,131.37185329861111
26156,154.79524739583334,170.74978298611111
26157,190.96712239583334,172.6865234375
26158,112.02549913194444,148.49663628472223
26159,190.83203125,157.55208333333334
26160,193.38042534722223,196.10611979166666
26161,163.03580729166666,145.71766493055554
26162,190.32845052083334,169.12575954861111
26163,218.73654513888889,204.01019965277777
26164,184.51323784722223,188.67805989583334
26165,154.20865885416666,131.28667534722223
26166,208.91221788194446,205.03993055555554
26167,201.00336371527777,180.42144097222223
26168,149.42458767361111,166.43825954861111
26169,232.12434895833334,226.1181640625
26170,156.51453993055554,151.92458767361111
26171,167.54286024305554,186.07172309027777
26172,192.58626302083334,183.45974392361111
26173,147.74088541666666,130.81325954861111
26174,160.12358940972223,152.22319878472223
26175,198.88129340277777,183.18402777777777
26176,177.27484809027777,152.99641927083334
26177,122.89236111111111,149.984375
26178,194.01063368055554,182.88530815972223
26179,210.60677083333334,194.81087239583334
26180,161.99837239583334,184.89225260416666
26181,182.79372829861111,164.57595486111111
26182,182.17046440972223,166.49490017361111
26183,153.92263454861111,180.29275173611111
26184,200.08897569444446,189.33365885416666
26185,122.11273871527777,113.37065972222223
26186,162.67404513888889,183.29665798611111
26187,199.99457465277777,183.08072916666666
26188,199.87608506944446,188.47482638888889
26189,179.63270399305554,192.40212673611111
26190,165.07042100694446,148.36588541666666
26191,210.90494791666666,191.8876953125
26192,195.20941840277777,206.09407552083334
26193,143.78515625,168.98654513888889
26194,145.01236979166666,162.15885416666666
26195,153.26833767361111,175.81456163194446
26196,216.35731336805554,193.96278211805554
26197,193.16449652777777,200.78439670138889
26198,211.13997395833334,196.22222222222223
26199,219.39420572916666,210.7373046875
26200,222.24967447916666,211.21332465277777
26201,160.20334201388889,174.02680121527777
26202,184.36838107638889,157.92936197916666
26203,148.66449652777777,141.921875
26204,125.99175347222223,166.14051649305554
26205,197.31510416666666,183.70963541666666
26206,186.47482638888889,157.11176215277777
26207,218.64507378472223,204.67437065972223
26208,219.0810546875,203.60850694444446
26209,188.83224826388889,196.89973958333334
26210,148.30826822916666,167.73546006944446
26211,173.46072048611111,185.99533420138889
26212,183.98513454861111,183.72786458333334
26213,229.10970052083334,221.42078993055554
26214,192.30620659722223,172.90766059027777
26215,151.10384114583334,140.99858940972223
26216,149.00596788194446,170.3349609375
26217,167.81130642361111,191.63845486111111
26218,204.57671440972223,187.07942708333334
26219,158.58029513888889,158.08029513888889
26220,208.61870659722223,197.33029513888889
26221,179.18055555555554,193.23122829861111
26222,137.57584635416666,131.70735677083334
26223,211.52495659722223,195.51247829861111
26224,145.63704427083334,132.7763671875
26225,168.30230034722223,178.484375
26226,131.70149739583334,167.38747829861111
26227,127.87879774305556,166.15462239583334
26228,174.51204427083334,188.4658203125
26229,149.46994357638889,175.03363715277777
26230,165.33854166666666,182.51378038194446
26231,192.18435329861111,189.95735677083334
26232,228.36338975694446,218.85123697916666
26233,172.48328993055554,154.16872829861111
26234,136.34299045138889,161.86675347222223
26235,212.71766493055554,196.97146267361111
26236,145.09092881944446,137.39181857638889
26237,202.05240885416666,186.67599826388889
26238,228.52593315972223,222.05555555555554
26239,205.78493923611111,209.59223090277777
26240,171.16612413194446,143.04481336805554
26241,157.19053819444446,173.62966579861111
26242,194.8515625,199.94108072916666
26243,146.39659288194446,122.85611979166667
26244,189.77213541666666,196.43337673611111
26245,185.32552083333334,157.56022135416666
26246,155.23654513888889,174.60774739583334
26247,164.01996527777777,184.27973090277777
26248,208.27680121527777,210.66916232638889
26249,156.60926649305554,181.61067708333334
26250,167.55121527777777,185.15700954861111
26251,195.67708333333334,184.68055555555554
26252,171.36588541666666,185.17860243055554
26253,149.99956597222223,173.77061631944446
26254,192.31239149305554,195.24305555555554
26255,187.97276475694446,175.91395399305554
26256,208.10709635416666,186.58148871527777
26257,174.96473524305554,167.69759114583334
26258,158.5966796875,176.76378038194446
26259,187.88715277777777,201.01920572916666
26260,192.94878472222223,183.57964409722223
26261,182.59743923611111,189.1220703125
26262,212.47829861111111,191.85134548611111
26263,152.99262152777777,179.42523871527777
26264,162.31456163194446,180.21180555555554
26265,182.96397569444446,166.748046875
26266,155.30826822916666,176.46343315972223
26267,176.76844618055554,184.94227430555554
26268,172.60101996527777,182.88530815972223
26269,125.6220703125,108.51920572916667
26270,153.42578125,136.37424045138889
26271,191.16276041666666,202.23025173611111
26272,213.43771701388889,202.24055989583334
26273,193.53559027777777,174.70355902777777
26274,198.30848524305554,208.2255859375
26275,182.95909288194446,187.34895833333334
26276,188.65744357638889,187.17697482638889
26277,163.01605902777777,179.8564453125
26278,180.27398003472223,192.1650390625
26279,136.2783203125,116.42762586805556
26280,188.90733506944446,159.68532986111111
26281,184.85698784722223,198.87944878472223
26282,174.95453559027777,190.7822265625
26283,199.13259548611111,180.69596354166666
26284,158.00108506944446,171.55121527777777
26285,191.79937065972223,203.56434461805554
26286,173.69574652777777,148.70106336805554
26287,150.748046875,137.98079427083334
26288,173.609375,183.68782552083334
26289,225.45269097222223,183.76453993055554
26290,155.85134548611111,175.48328993055554
26291,154.42740885416666,179.66362847222223
26292,186.76334635416666,192.8310546875
26293,213.70572916666666,198.33637152777777
26294,211.83333333333334,189.01161024305554
26295,233.68912760416666,223.08810763888889
26296,166.79763454861111,150.73491753472223
26297,138.32063802083334,176.27039930555554
26298,222.02039930555554,208.52495659722223
26299,166.0087890625,143.25998263888889
26300,170.24077690972223,144.10460069444446
26301,137.46527777777777,156.18532986111111
26302,192.53114149305554,166.59505208333334
26303,145.78168402777777,130.92556423611111
26304,155.96462673611111,175.68576388888889
26305,158.96061197916666,143.4609375
26306,154.81271701388889,174.4287109375
26307,162.17621527777777,179.06521267361111
26308,199.455078125,202.7646484375
26309,139.04991319444446,124.15646701388889
26310,174.67350260416666,159.37673611111111
26311,155.75434027777777,143.001953125
26312,218.98101128472223,209.58843315972223
26313,192.94661458333334,182.12315538194446
26314,141.30197482638889,163.83572048611111
26315,157.2578125,138.96701388888889
26316,145.56781684027777,135.65494791666666
26317,203.37131076388889,192.35091145833334
26318,191.32747395833334,171.51106770833334
26319,172.89539930555554,159.22819010416666
26320,168.13845486111111,171.93001302083334
26321,204.92697482638889,213.42317708333334
26322,143.3515625,140.80848524305554
26323,186.52658420138889,176.34711371527777
26324,194.20052083333334,194.7490234375
26325,136.21983506944446,170.61176215277777
26326,173.35177951388889,151.67990451388889
26327,193.11957465277777,170.91644965277777
26328,197.63009982638889,197.99186197916666
26329,208.63628472222223,194.17230902777777
26330,185.68229166666666,191.29275173611111
26331,172.67230902777777,147.96755642361111
26332,159.68522135416666,181.20225694444446
26333,149.48383246527777,178.39051649305554
26334,198.23871527777777,168.88357204861111
26335,197.72233072916666,202.33940972222223
26336,173.64659288194446,190.98697916666666
26337,182.71310763888889,192.37868923611111
26338,207.65744357638889,190.56640625
26339,162.75184461805554,137.48046875
26340,128.52821180555554,160.66742621527777
26341,161.16786024305554,172.10590277777777
26342,205.26595052083334,211.76746961805554
26343,181.25412326388889,162.88704427083334
26344,148.72092013888889,177.70681423611111
26345,201.365234375,201.75520833333334
26346,154.64518229166666,132.98079427083334
26347,146.55056423611111,176.99663628472223
26348,169.17078993055554,191.1728515625
26349,175.7001953125,149.47493489583334
26350,98.71451822916667,89.12348090277777
26351,179.34830729166666,192.26888020833334
26352,186.24587673611111,164.94563802083334
26353,178.32345920138889,164.9765625
26354,187.71733940972223,199.55523003472223
26355,200.73643663194446,191.06640625
26356,177.61143663194446,184.35915798611111
26357,140.68001302083334,175.60536024305554
26358,181.22526041666666,192.48274739583334
26359,168.41547309027777,186.4072265625
26360,188.40223524305554,193.12489149305554
26361,181.01703559027777,168.92035590277777
26362,218.57682291666666,201.00206163194446
26363,176.6171875,186.38422309027777
26364,143.02018229166666,125.6884765625
26365,202.23882378472223,210.75792100694446
26366,157.82291666666666,152.24826388888889
26367,189.90364583333334,171.43348524305554
26368,142.75509982638889,171.39626736111111
26369,172.42502170138889,145.71820746527777
26370,167.95638020833334,153.82150607638889
26371,113.97992621527777,153.71538628472223
26372,214.98177083333334,197.08875868055554
26373,176.87912326388889,165.12847222222223
26374,154.60101996527777,178.79546440972223
26375,214.15462239583334,192.89420572916666
26376,166.68695746527777,157.18706597222223
26377,197.11252170138889,204.59592013888889
26378,179.48220486111111,168.64919704861111
26379,158.10536024305554,180.29730902777777
26380,238.38151041666666,232.09266493055554
26381,161.54481336805554,179.95930989583334
26382,213.7919921875,206.48274739583334
26383,167.04524739583334,152.69466145833334
26384,213.80707465277777,193.54437934027777
26385,120.59288194444444,117.03927951388889
26386,165.25325520833334,186.77647569444446
26387,153.21223958333334,138.013671875
26388,231.84331597222223,225.01595052083334
26389,150.81781684027777,134.58723958333334
26390,129.49099392361111,162.2109375
26391,231.6259765625,227.77105034722223
26392,210.43782552083334,199.955078125
26393,174.59917534722223,164.08756510416666
26394,235.86263020833334,231.26877170138889
26395,210.80837673611111,196.81293402777777
26396,199.64572482638889,181.08821614583334
26397,163.88226996527777,178.04090711805554
26398,168.26812065972223,151.77734375
26399,216.00282118055554,200.16200086805554
26400,151.16905381944446,174.49197048611111
26401,161.87532552083334,184.78515625
26402,206.67447916666666,191.34743923611111
26403,170.40299479166666,180.28114149305554
26404,166.08268229166666,157.81358506944446
26405,167.41905381944446,185.53428819444446
26406,220.84168836805554,215.61360677083334
26407,137.79134114583334,170.02159288194446
26408,164.52267795138889,140.21256510416666
26409,163.69140625,153.38921440972223
26410,200.70421006944446,193.80718315972223
26411,176.50499131944446,159.36881510416666
26412,169.2138671875,145.94542100694446
26413,125.96983506944444,166.14290364583334
26414,163.72092013888889,142.08908420138889
26415,151.91102430555554,179.47981770833334
26416,169.05230034722223,155.775390625
26417,202.7744140625,177.68619791666666
26418,173.59874131944446,188.92632378472223
26419,241.46440972222223,233.84722222222223
26420,165.64398871527777,147.64605034722223
26421,183.89507378472223,189.86306423611111
26422,205.55110677083334,191.90245225694446
26423,168.74663628472223,183.45128038194446
26424,173.88628472222223,193.99207899305554
26425,208.05219184027777,190.56640625
26426,166.3818359375,179.88172743055554
26427,181.68142361111111,195.87727864583334
26428,156.462890625,148.93869357638889
26429,179.19498697916666,152.31336805555554
26430,163.9951171875,184.55023871527777
26431,214.17122395833334,199.18283420138889
26432,202.29861111111111,188.11382378472223
26433,182.35308159722223,157.08257378472223
26434,200.25368923611111,184.43630642361111
26435,116.63031684027777,162.90299479166666
26436,196.66807725694446,204.80935329861111
26437,162.55208333333334,178.3388671875
26438,164.15516493055554,141.56868489583334
26439,135.87109375,155.76193576388889
26440,184.68088107638889,173.64561631944446
26441,186.74772135416666,191.94097222222223
26442,152.21495225694446,168.82996961805554
26443,184.59657118055554,154.36990017361111
26444,156.7099609375,177.96885850694446
26445,143.15169270833334,175.01334635416666
26446,164.35503472222223,185.34895833333334
26447,152.04307725694446,179.5478515625
26448,159.37782118055554,154.68370225694446
26449,213.41080729166666,195.529296875
26450,228.19661458333334,221.18728298611111
26451,173.45518663194446,160.81944444444446
26452,180.20735677083334,194.59581163194446
26453,198.33951822916666,201.61187065972223
26454,160.49652777777777,179.86599392361111
26455,153.67003038194446,173.138671875
26456,126.6982421875,163.24696180555554
26457,183.11577690972223,198.45475260416666
26458,160.84646267361111,147.04340277777777
26459,191.70171440972223,195.51996527777777
26460,172.14800347222223,185.04459635416666
26461,194.63216145833334,204.72894965277777
26462,204.60894097222223,193.91634114583334
26463,185.54210069444446,162.58365885416666
26464,184.72026909722223,167.52018229166666
26465,171.60492621527777,158.83430989583334
26466,213.59342447916666,198.49294704861111
26467,195.49544270833334,179.49110243055554
26468,230.013671875,222.44672309027777
26469,198.84678819444446,207.10210503472223
26470,179.54763454861111,171.16232638888889
26471,184.73958333333334,186.65364583333334
26472,218.17664930555554,195.34884982638889
26473,181.66015625,165.67263454861111
26474,188.97515190972223,166.169921875
26475,186.36393229166666,195.01529947916666
26476,202.158203125,181.58778211805554
26477,169.41688368055554,181.90017361111111
26478,181.67664930555554,152.72211371527777
26479,225.0859375,217.32986111111111
26480,176.7578125,144.52864583333334
26481,179.98611111111111,154.28179253472223
26482,136.43044704861111,163.64203559027777
26483,196.61046006944446,202.82996961805554
26484,172.45713975694446,189.89973958333334
26485,181.72417534722223,168.98057725694446
26486,158.21690538194446,169.81239149305554
26487,183.28743489583334,159.10915798611111
26488,198.46723090277777,174.14637586805554
26489,169.40787760416666,138.23090277777777
26490,160.34505208333334,146.23524305555554
26491,206.76812065972223,185.90787760416666
26492,166.92469618055554,151.39854600694446
26493,133.76399739583334,164.50575086805554
26494,175.05707465277777,159.6259765625
26495,166.18565538194446,181.42404513888889
26496,194.24251302083334,178.712890625
26497,155.67599826388889,135.63216145833334
26498,215.712890625,203.64171006944446
26499,148.61480034722223,176.46430121527777
26500,158.34548611111111,185.20746527777777
26501,230.78255208333334,223.36990017361111
26502,172.8349609375,158.68446180555554
26503,156.75434027777777,134.71440972222223
26504,234.00303819444446,228.67068142361111
26505,186.1484375,166.35470920138889
26506,175.73003472222223,190.38009982638889
26507,167.79915364583334,149.21365017361111
26508,218.75054253472223,205.71950954861111
26509,194.39084201388889,186.62380642361111
26510,176.626953125,155.60828993055554
26511,203.46690538194446,196.62836371527777
26512,213.697265625,200.16634114583334
26513,197.326171875,189.40049913194446
26514,206.24381510416666,196.35698784722223
26515,211.75217013888889,193.82291666666666
26516,182.51595052083334,166.77962239583334
26517,191.40104166666666,191.70865885416666
26518,208.43174913194446,191.39778645833334
26519,182.79437934027777,169.37771267361111
26520,188.40158420138889,178.31770833333334
26521,192.919921875,196.34244791666666
26522,166.5439453125,191.15603298611111
26523,159.63661024305554,183.20355902777777
26524,166.5078125,141.15082465277777
26525,157.15190972222223,147.19769965277777
26526,161.70084635416666,146.85980902777777
26527,192.12217881944446,179.70095486111111
26528,119.96148003472223,152.06998697916666
26529,144.58517795138889,169.31456163194446
26530,218.91579861111111,211.95421006944446
26531,196.03342013888889,199.98969184027777
26532,153.47265625,173.84917534722223
26533,190.01801215277777,197.39149305555554
26534,174.73567708333334,185.04633246527777
26535,210.0048828125,197.25260416666666
26536,146.4794921875,129.46299913194446
26537,148.05251736111111,172.7578125
26538,214.13650173611111,201.48697916666666
26539,196.25726996527777,198.79600694444446
26540,146.85340711805554,171.39279513888889
26541,195.36957465277777,198.94954427083334
26542,171.35221354166666,150.17957899305554
26543,224.58604600694446,218.69498697916666
26544,183.70355902777777,164.90093315972223
26545,125.70052083333333,156.640625
26546,224.77473958333334,212.61990017361111
26547,189.26931423611111,194.29568142361111
26548,110.12109375,148.9658203125
26549,196.10069444444446,172.52951388888889
26550,227.90212673611111,218.75151909722223
26551,99.31076388888889,135.94281684027777
26552,161.27962239583334,135.05132378472223
26553,154.50672743055554,144.16644965277777
26554,115.36946614583333,112.52690972222223
26555,183.26812065972223,165.86664496527777
26556,147.20887586805554,135.19704861111111
26557,144.68695746527777,131.41059027777777
26558,198.23166232638889,182.45008680555554
26559,153.76432291666666,132.55805121527777
26560,178.34027777777777,146.208984375
26561,197.70920138888889,201.26432291666666
26562,215.59461805555554,208.80023871527777
26563,151.17361111111111,177.91883680555554
26564,130.52897135416666,116.47938368055556
26565,222.75564236111111,200.09950086805554
26566,199.09212239583334,172.02973090277777
26567,206.32747395833334,180.87934027777777
26568,155.76627604166666,130.73969184027777
26569,193.74815538194446,203.43771701388889
26570,178.89181857638889,193.47677951388889
26571,153.97287326388889,176.32465277777777
26572,150.05924479166666,173.5380859375
26573,184.81944444444446,195.89095052083334
26574,161.30620659722223,143.38498263888889
26575,196.62727864583334,200.146484375
26576,226.79568142361111,220.72493489583334
26577,175.69911024305554,182.76985677083334
26578,161.15418836805554,183.37803819444446
26579,152.68001302083334,148.89474826388889
26580,212.24869791666666,187.36480034722223
26581,211.85926649305554,194.30078125
26582,174.74522569444446,188.96397569444446
26583,222.99967447916666,213.2041015625
26584,195.64474826388889,206.00575086805554
26585,195.50965711805554,186.24555121527777
26586,142.29926215277777,168.20301649305554
26587,137.51334635416666,120.65798611111111
26588,189.15798611111111,176.36838107638889
26589,217.82888454861111,203.23285590277777
26590,147.18934461805554,171.61013454861111
26591,170.51638454861111,150.736328125
26592,178.95703125,190.79904513888889
26593,189.4921875,192.93598090277777
26594,159.61599392361111,176.84819878472223
26595,180.08322482638889,160.88888888888889
26596,187.35101996527777,169.31857638888889
26597,185.46527777777777,157.39246961805554
26598,171.47287326388889,163.98274739583334
26599,122.86642795138889,161.46820746527777
26600,149.96831597222223,174.72276475694446
26601,166.78938802083334,184.94314236111111
26602,140.708984375,173.08116319444446
26603,214.63270399305554,198.70496961805554
26604,181.0439453125,160.40169270833334
26605,211.93402777777777,195.42816840277777
26606,123.70377604166667,120.14398871527777
26607,146.40321180555554,172.158203125
26608,201.31868489583334,208.67545572916666
26609,143.50835503472223,164.65006510416666
26610,195.26638454861111,168.43044704861111
26611,169.84038628472223,187.23719618055554
26612,221.15787760416666,224.21549479166666
26613,157.53949652777777,179.09201388888889
26614,190.85948350694446,205.75
26615,154.64279513888889,177.02951388888889
26616,158.18967013888889,142.79242621527777
26617,153.6474609375,147.74338107638889
26618,161.50162760416666,177.78146701388889
26619,140.09592013888889,170.54676649305554
26620,154.23611111111111,175.12250434027777
26621,193.27267795138889,202.47005208333334
26622,193.07421875,170.40115017361111
26623,132.83984375,121.63736979166667
26624,201.57845052083334,185.68771701388889
26625,141.64680989583334,166.06727430555554
26626,218.66265190972223,205.99164496527777
26627,129.87630208333334,125.12163628472223
26628,204.40310329861111,189.97384982638889
26629,221.60243055555554,212.55881076388889
26630,202.27647569444446,184.76963975694446
26631,183.04047309027777,157.8115234375
26632,160.98893229166666,147.40972222222223
26633,196.28168402777777,184.35763888888889
26634,213.81467013888889,183.8427734375
26635,203.42719184027777,183.83452690972223
26636,189.17057291666666,159.87966579861111
26637,203.72547743055554,183.32725694444446
26638,165.56976996527777,177.99251302083334
26639,146.18587239583334,135.23328993055554
26640,153.03287760416666,132.13075086805554
26641,212.10373263888889,215.18326822916666
26642,127.3857421875,158.61338975694446
26643,162.3701171875,178.94498697916666
26644,185.60525173611111,195.10557725694446
26645,204.08756510416666,172.66644965277777
26646,193.23697916666666,173.67220052083334
26647,137.97081163194446,163.73904079861111
26648,158.04286024305554,142.13216145833334
26649,195.49359809027777,200.04210069444446
26650,146.70399305555554,173.63107638888889
26651,177.06336805555554,159.18120659722223
26652,197.20540364583334,202.85210503472223
26653,163.51920572916666,159.68739149305554
26654,165.693359375,140.44021267361111
26655,186.81098090277777,176.42936197916666
26656,218.51486545138889,201.68836805555554
26657,238.04329427083334,233.79047309027777
26658,163.98198784722223,155.28602430555554
26659,169.54437934027777,187.59657118055554
26660,199.755859375,193.03873697916666
26661,136.16796875,172.97384982638889
26662,113.90700954861111,99.70638020833333
26663,187.54025607638889,156.19010416666666
26664,153.18532986111111,148.0078125
26665,167.36631944444446,179.37575954861111
26666,149.28266059027777,139.17252604166666
26667,146.39322916666666,178.41840277777777
26668,173.4013671875,160.10123697916666
26669,179.00705295138889,193.2998046875
26670,162.92578125,182.37131076388889
26671,112.52387152777777,143.72287326388889
26672,156.52604166666666,182.29351128472223
26673,135.16200086805554,164.99685329861111
26674,168.01888020833334,182.5048828125
26675,135.60677083333334,163.61349826388889
26676,172.66547309027777,181.314453125
26677,154.44108072916666,134.8388671875
26678,207.36165364583334,194.82758246527777
26679,152.72146267361111,137.77105034722223
26680,161.0283203125,179.3984375
26681,181.251953125,156.13270399305554
26682,188.25922309027777,200.46755642361111
26683,147.64225260416666,176.2177734375
26684,216.91134982638889,219.98676215277777
26685,142.93511284722223,130.86111111111111
26686,183.51150173611111,202.53396267361111
26687,188.14149305555554,191.345703125
26688,186.52690972222223,185.46625434027777
26689,132.50217013888889,154.88943142361111
26690,228.34971788194446,219.66829427083334
26691,182.50054253472223,187.28287760416666
26692,112.18934461805556,146.35785590277777
26693,208.29372829861111,192.0224609375
26694,189.47178819444446,168.82269965277777
26695,214.29806857638889,182.38411458333334
26696,183.06618923611111,171.56976996527777
26697,203.79741753472223,209.27289496527777
26698,163.79351128472223,137.8798828125
26699,154.48980034722223,151.04481336805554
26700,189.46668836805554,196.65668402777777
26701,214.86848958333334,209.98838975694446
26702,193.361328125,199.29557291666666
26703,220.49696180555554,210.40473090277777
26704,163.50911458333334,181.23784722222223
26705,154.06315104166666,174.47515190972223
26706,227.38780381944446,220.26790364583334
26707,143.56586371527777,121.93782552083333
26708,166.93001302083334,143.45779079861111
26709,195.86946614583334,192.15874565972223
